#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV89	family	Laridae	Eukaryota	Chordata	Aves	Charadriiformes	Laridae	no identification	no identification	lca
ASV90	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV91	species	Thalassiosira rotula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	lca
ASV92	order	Thalassiosirales	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	no identification	no identification	no identification	lca
ASV93	family	Bovidae	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	no identification	no identification	lca
ASV95	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV96	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV97	genus	Zalophus	Eukaryota	Chordata	Mammalia	Carnivora	Otariidae	Zalophus	no identification	lca
ASV98	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV99	species	Equus caballus	Eukaryota	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus caballus	lca
ASV100	genus	Bison	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	no identification	lca
ASV101	genus	Ardea	Eukaryota	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	no identification	lca
ASV102	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV103	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV104	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV105	family	Rajidae	Eukaryota	Chordata	Chondrichthyes	Rajiformes	Rajidae	no identification	no identification	lca
ASV106	family	Anatidae	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	no identification	no identification	lca
ASV107	family	Squalidae	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	no identification	no identification	lca
ASV108	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV109	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV110	species	Cymatogaster aggregata	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	Cymatogaster aggregata	lca
ASV111	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV112	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV113	genus	Corvus	Eukaryota	Chordata	Aves	Passeriformes	Corvidae	Corvus	no identification	lca
ASV114	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	lca
ASV116	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV117	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	lca
ASV118	genus	Sus	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	no identification	lca
ASV120	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV121	species	Engraulis mordax	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	lca
ASV122	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV123	family	Otariidae	Eukaryota	Chordata	Mammalia	Carnivora	Otariidae	no identification	no identification	lca
ASV124	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV125	species	Citharichthys stigmaeus	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys stigmaeus	lca
ASV126	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV128	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV129	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV130	genus	Pleuronichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronichthys	no identification	lca
ASV131	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV132	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV133	family	Phocidae	Eukaryota	Chordata	Mammalia	Carnivora	Phocidae	no identification	no identification	lca
ASV134	family	Anatidae	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	no identification	no identification	lca
ASV135	genus	Myoxocephalus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Myoxocephalus	no identification	lca
ASV136	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV137	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV138	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV139	species	Gobiesox maeandricus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gobiesox	Gobiesox maeandricus	lca
ASV140	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV141	family	Zoarcidae	Eukaryota	Chordata	Actinopteri	Perciformes	Zoarcidae	no identification	no identification	lca
ASV142	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV143	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	lca
ASV144	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV145	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV146	genus	Stenobrachius	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	no identification	lca
ASV147	species	Cymatogaster aggregata	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	Cymatogaster	Cymatogaster aggregata	lca
ASV148	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV149	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV150	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV151	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV152	genus	Sus	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	no identification	lca
ASV153	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV154	genus	Sus	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	no identification	lca
ASV155	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV156	species	Ovis aries	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis aries	lca
ASV157	species	uncultured organism	unknown kingdom	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured organism	lca
ASV158	genus	Bos	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	no identification	lca
ASV159	genus	Apristurus	Eukaryota	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Apristurus	no identification	lca
ASV160	species	Guinardia striata	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia striata	lca
ASV161	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV162	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV163	family	Zoarcidae	Eukaryota	Chordata	Actinopteri	Perciformes	Zoarcidae	no identification	no identification	lca
ASV164	species	Gobiesox maeandricus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	Gobiesox	Gobiesox maeandricus	lca
ASV165	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV166	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV167	species	Stephanopyxis turris	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	lca
ASV168	genus	Ovis	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	no identification	lca
ASV169	family	Hominidae	Eukaryota	Chordata	Mammalia	Primates	Hominidae	no identification	no identification	lca
ASV170	family	Liparidae	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	no identification	no identification	lca
ASV171	genus	Atheresthes	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Atheresthes	no identification	lca
ASV172	genus	Phoca	Eukaryota	Chordata	Mammalia	Carnivora	Phocidae	Phoca	no identification	lca
ASV173	family	Clupeidae	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	no identification	no identification	lca
ASV174	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV175	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV176	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV177	genus	Canis	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	no identification	lca
ASV178	genus	Sus	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	no identification	lca
ASV180	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV181	family	Anatidae	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	no identification	no identification	lca
ASV182	genus	Gasterosteus	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	no identification	lca
ASV183	genus	Canis	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	no identification	lca
ASV184	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV185	species	uncultured organism	unknown kingdom	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured organism	lca
ASV186	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV187	genus	Pleuronichthys	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Pleuronichthys	no identification	lca
ASV188	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	lca
ASV189	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV190	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV191	species	Artedius fenestralis	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Artedius	Artedius fenestralis	lca
ASV192	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV193	species	Oncorhynchus kisutch	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	lca
ASV194	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV195	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	lca
ASV196	genus	Sus	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	no identification	lca
ASV197	species	Equus caballus	Eukaryota	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus caballus	lca
ASV198	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV199	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV200	species	Phocoena phocoena	Eukaryota	Chordata	Mammalia	Artiodactyla	Phocoenidae	Phocoena	Phocoena phocoena	lca
ASV201	species	Lontra canadensis	Eukaryota	Chordata	Mammalia	Carnivora	Mustelidae	Lontra	Lontra canadensis	lca
ASV202	species	Engraulis mordax	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	lca
ASV203	species	Ovis aries	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis aries	lca
ASV204	genus	Bos	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	no identification	lca
ASV205	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV206	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV207	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV208	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV209	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV210	family	Anoplopomatidae	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	no identification	no identification	lca
ASV211	species	Scorpaenichthys marmoratus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Scorpaenichthys	Scorpaenichthys marmoratus	lca
ASV212	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV213	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV214	genus	Felis	Eukaryota	Chordata	Mammalia	Carnivora	Felidae	Felis	no identification	lca
ASV215	genus	Sus	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	no identification	lca
ASV216	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV217	species	Leuroglossus schmidti	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Leuroglossus	Leuroglossus schmidti	lca
ASV219	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV220	species	Leuroglossus schmidti	Eukaryota	Chordata	Actinopteri	Argentiniformes	Bathylagidae	Leuroglossus	Leuroglossus schmidti	lca
ASV221	species	Brosmophycis marginata	Eukaryota	Chordata	Actinopteri	Ophidiiformes	Bythitidae	Brosmophycis	Brosmophycis marginata	lca
ASV222	genus	Gallus	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Gallus	no identification	lca
ASV223	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV225	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV227	genus	Bos	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	no identification	lca
ASV228	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV229	species	Eucampia zodiacus	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	Eucampia	Eucampia zodiacus	lca
ASV230	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV231	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV232	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV234	genus	Canis	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	no identification	lca
ASV235	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV236	species	uncultured bacterium	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured bacterium	lca
ASV237	genus	Gallus	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Gallus	no identification	lca
ASV238	genus	Ovis	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	no identification	lca
ASV239	genus	Sus	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	no identification	lca
ASV240	genus	Hydrolagus	Eukaryota	Chordata	Chondrichthyes	Chimaeriformes	Chimaeridae	Hydrolagus	no identification	lca
ASV241	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV242	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV243	family	Phocidae	Eukaryota	Chordata	Mammalia	Carnivora	Phocidae	no identification	no identification	lca
ASV244	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV245	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	lca
ASV246	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV247	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV248	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV249	family	Phocoenidae	Eukaryota	Chordata	Mammalia	Artiodactyla	Phocoenidae	no identification	no identification	lca
ASV250	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV251	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV252	family	Anoplopomatidae	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	no identification	no identification	lca
ASV253	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV254	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV255	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV256	family	Liparidae	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	no identification	no identification	lca
ASV257	species	Lontra canadensis	Eukaryota	Chordata	Mammalia	Carnivora	Mustelidae	Lontra	Lontra canadensis	lca
ASV258	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV259	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV261	genus	Merluccius	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	no identification	lca
ASV262	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV263	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV264	species	uncultured bacterium	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured bacterium	lca
ASV265	species	Chitonotus pugetensis	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Chitonotus	Chitonotus pugetensis	lca
ASV266	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV267	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV268	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV269	genus	Zalophus	Eukaryota	Chordata	Mammalia	Carnivora	Otariidae	Zalophus	no identification	lca
ASV271	genus	Hemilepidotus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	no identification	lca
ASV273	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV274	genus	Hexagrammos	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Hexagrammos	no identification	lca
ASV275	species	Canis lupus familiaris	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus familiaris	lca
ASV276	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV277	species	Sus scrofa	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	lca
ASV278	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV279	species	Sus scrofa	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	lca
ASV280	family	Embiotocidae	Eukaryota	Chordata	Actinopteri	unknown order	Embiotocidae	no identification	no identification	lca
ASV281	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV282	species	Engraulis mordax	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	lca
ASV283	genus	Cervus	Eukaryota	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus	no identification	lca
ASV284	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV285	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV286	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV287	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV288	genus	Canis	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis	no identification	lca
ASV289	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV291	genus	Oncorhynchus	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	no identification	lca
ASV292	genus	Squalus	Eukaryota	Chordata	Chondrichthyes	Squaliformes	Squalidae	Squalus	no identification	lca
ASV293	species	Thalassiosira rotula	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira rotula	lca
ASV294	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV295	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV296	genus	Peromyscus	Eukaryota	Chordata	Mammalia	Rodentia	Cricetidae	Peromyscus	no identification	lca
ASV297	genus	Zalophus	Eukaryota	Chordata	Mammalia	Carnivora	Otariidae	Zalophus	no identification	lca
ASV299	order	Perciformes	Eukaryota	Chordata	Actinopteri	Perciformes	no identification	no identification	no identification	lca
ASV300	species	Chitonotus pugetensis	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Chitonotus	Chitonotus pugetensis	lca
ASV301	species	Homo sapiens	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	lca
ASV302	species	Bos taurus	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	lca
ASV303	species	Meleagris gallopavo	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Meleagris	Meleagris gallopavo	lca
ASV304	order	Thalassiosirales	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	no identification	no identification	no identification	lca
ASV306	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV307	genus	Sebastes	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	no identification	lca
ASV308	family	Cottidae	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	no identification	no identification	lca
ASV309	genus	Hemilepidotus	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	no identification	lca
ASV312	family	Stichaeidae	Eukaryota	Chordata	Actinopteri	Perciformes	Stichaeidae	no identification	no identification	lca
ASV313	species	Salmo salar	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo salar	lca
ASV314	genus	Cygnus	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	Cygnus	no identification	lca
ASV315	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV317	species	Stephanopyxis turris	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris	lca
ASV318	species	Eumetopias jubatus	Eukaryota	Chordata	Mammalia	Carnivora	Otariidae	Eumetopias	Eumetopias jubatus	lca
ASV319	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV320	genus	Gallus	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Gallus	no identification	lca
ASV322	genus	Clupea	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	no identification	lca
ASV323	genus	Zalophus	Eukaryota	Chordata	Mammalia	Carnivora	Otariidae	Zalophus	no identification	lca
ASV324	family	Anatidae	Eukaryota	Chordata	Aves	Anseriformes	Anatidae	no identification	no identification	lca
ASV325	species	Engraulis mordax	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	lca
ASV327	family	Pleuronectidae	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	no identification	no identification	lca
ASV328	genus	Pholis	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	no identification	lca
ASV330	species	Hemiaulus sinensis	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	Hemiaulus	Hemiaulus sinensis	lca
ASV331	species	uncultured bacterium	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured bacterium	lca
ASV332	kingdom	Bacteria	Bacteria	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV333	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV335	genus	Cervus	Eukaryota	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus	no identification	lca
ASV336	genus	unknown genus	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	no identification	lca
ASV338	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV339	species	uncultured bacterium	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	uncultured bacterium	lca
ASV340	genus	unknown genus	Bacteria	unknown phylum	unknown class	unknown order	unknown family	unknown genus	no identification	lca
